PeakID (cmd=annotatePeaks.pl ../chip_output/macs2_output/SRR21586222_summits.bed mm10 -gtf ../chip_output/tmp/mm10.ncbiRefSeq.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SRR21586222_peak_16226a	chr15	52013299	52013299	+	114.467	NA	Intergenic	Intergenic	-19761	XM_006520644.1	Rad21	NM_009009			Rad21			
SRR21586222_peak_781	chr1	53751074	53751074	+	113.981	NA	intron (XR_373404.3, intron 4 of 4)	-intron (XR_373404.3, intron 4 of 4)	34141	NM_133810.3	Stk17b	XM_006496359			Stk17b			
SRR21586222_peak_44924a	chr9	3001004	3001004	+	113.746	NA	Intergenic	Intergenic	37739	NR_039546.1	Mir101c	NR_039546			Mir101c			
SRR21586222_peak_33429	chr4	147417525	147417525	+	113.646	NA	Intergenic	Intergenic	5803	XR_001784575.1	Gm46898	XR_001784575			Gm46898			
SRR21586222_peak_42655a	chr8	20266997	20266997	+	112.694	NA	Intergenic	Intergenic	-5798	XR_870186.1	Gm40468	XR_870186			Gm40468			
SRR21586222_peak_108c	chr1	8582043	8582043	+	112.562	NA	intron (XR_001778003.2, intron 13 of 17)	-intron (NM_001290390.1, intron 14 of 20)	97052	XM_017312325.1	Sntg1	XM_017312321			Sntg1			
SRR21586222_peak_26052	chr2	92093733	92093733	+	112.399	NA	Intergenic	Intergenic	51877	XR_866533.2	Gm31473	XR_866533			Gm31473			
SRR21586222_peak_29453	chr3	95625134	95625134	+	112.306	NA	exon (NM_001026212.1, exon 1 of 3)	-exon (NM_001026212.1, exon 1 of 3)	154	NM_001026212.1	Ensa	NM_019561			Ensa			
SRR21586222_peak_25101b	chr2	31164078	31164078	+	111.717	NA	intron (XR_001782976.2, intron 1 of 16)	-intron (NM_178760.4, intron 1 of 17)	11762	NM_178760.4	Gpr107	NM_178760			Gpr107			
SRR21586222_peak_28336	chr3	27155322	27155322	+	111.578	NA	intron (NR_040548.1, intron 2 of 2)	-intron (NR_040548.1, intron 2 of 2)	-1069	XM_006535385.4	Ect2	XM_006535385			Ect2			
SRR21586222_peak_43273b	chr8	57490164	57490164	+	111.535	NA	intron (NR_126555.1, intron 1 of 2)	-intron (NR_126553.1, intron 1 of 3)	2201	NR_126553.1	2500002B13Rik	NR_126555			2500002B13Rik			
SRR21586222_peak_30849	chr4	26944804	26944804	+	111.075	NA	Intergenic	Intergenic	114969	XR_881171.1	Gm42264	XR_881171			Gm42264			
SRR21586222_peak_6844	chr11	51688972	51688972	+	110.624	NA	promoter-TSS (NM_025319.2)	-promoter-TSS (NM_025319.2)	-21	XM_006533918.3	0610009B22Rik	XM_006533918			0610009B22Rik			
SRR21586222_peak_7286b	chr11	67011814	67011814	+	110.508	NA	exon (NR_165257.1, exon 3 of 3)	-exon (NR_165257.1, exon 3 of 3)	9728	NR_165257.1	Gm12299	NR_165257			Gm12299			
SRR21586222_peak_6257a	chr11	20201030	20201030	+	110.22	NA	promoter-TSS (NM_008996.4)	-promoter-TSS (NM_008996.4)	-382	NM_008996.4	Rab1a	NM_008996			Rab1a			
SRR21586222_peak_14767	chr14	67715906	67715906	+	109.925	NA	promoter-TSS (NM_001110162.1)	-promoter-TSS (NM_001110162.1)	-65	NM_175384.4	Cdca2	XM_030247602			Cdca2			
SRR21586222_peak_8298a	chr11	98026822	98026822	+	109.153	NA	promoter-TSS (NM_009078.2)	-promoter-TSS (NM_009078.2)	-102	NM_009078.2	Rpl19	NM_009078			Rpl19			
SRR21586222_peak_25819	chr2	75869755	75869755	+	108.935	NA	intron (NM_172666.3, intron 10 of 19)	-intron (NM_172666.3, intron 10 of 19)	-37568	XR_866490.3	Gm34861	XR_866490			Gm34861			
SRR21586222_peak_47496	chrUn_GL456368	18326	18326	+	108.151	NA	NA	NA	NA	NA								
SRR21586222_peak_49056	chrX	170009996	170009996	+	107.731	NA	promoter-TSS (NR_137282.1_2)	-promoter-TSS (NR_137282.1_2)	-530	NR_137282.1_2	Erdr1	NR_137282			Erdr1			
SRR21586222_peak_4507a	chr10	68136856	68136856	+	107.63	NA	promoter-TSS (XM_006514131.4)	-promoter-TSS (XM_006514131.4)	54	XM_006514131.4	Arid5b	XM_006514131			Arid5b			
SRR21586222_peak_25477	chr2	57629603	57629603	+	107.37	NA	Intergenic	Intergenic	14236	Gm13533	Gm13533	Gm13533			Gm13533			NA
SRR21586222_peak_9210b	chr12	4358906	4358906	+	107.321	NA	intron (XM_030246598.1, intron 2 of 22)	-intron (NM_010881.2, intron 2 of 22)	25600	Gm17914	Gm17914	Gm17914			Gm17914			NA
SRR21586222_peak_13350a	chr13	119597838	119597838	+	107.236	NA	intron (NM_001370627.1, intron 2 of 2)	-intron (NM_001039244.4, intron 2 of 2)	-25981	NM_020279.3	Ccl28	NM_020279			Ccl28			
SRR21586222_peak_47470a	chr9	124256475	124256475	+	107.033	NA	Intergenic	Intergenic	26942	XM_011249869.2	Gm39469	XM_011249869			Gm39469			
SRR21586222_peak_24997b	chr2	29716877	29716877	+	106.935	NA	intron (XM_030246488.1, intron 10 of 22)	-intron (XM_030246488.1, intron 10 of 22)	34780	NM_001370924.1	Gm13420	XM_006498497			Gm13420			
SRR21586222_peak_24441	chr19	61331426	61331426	+	106.712	NA	Intergenic	Intergenic	-26131	Gm20762	Gm20762	Gm20762			Gm20762			NA
SRR21586222_peak_33332	chr4	145870075	145870075	+	106.649	NA	Intergenic	Intergenic	-25344	Gm13246	Gm13246	Gm13246			Gm13246			NA
SRR21586222_peak_3256	chr1	195371844	195371844	+	105.964	NA	Intergenic	Intergenic	-80405	Vmn2r-ps1	Vmn2r-ps1	Vmn2r-ps1			Vmn2r-ps1			NA
SRR21586222_peak_37330a	chr6	39420527	39420527	+	105.731	NA	promoter-TSS (NM_001311109.1)	-promoter-TSS (NM_001311109.1)	149	NR_152168.1	Gm10244	NR_152168			Gm10244			
SRR21586222_peak_47488b	chrM	15170	15170	+	105.254	NA	promoter-TSS (rna-TrnT)	-promoter-TSS (rna-TrnT)	-119	rna-TrnT	TrnT	rna-TrnT			TrnT			
SRR21586222_peak_36517	chr5	140704614	140704614	+	105.084	NA	promoter-TSS (NM_001276287.1)	-promoter-TSS (NM_001276287.1)	-149	XM_006504675.2	Brat1	XM_030254439			Brat1			
SRR21586222_peak_41040	chr7	80947701	80947701	+	104.954	NA	promoter-TSS (NM_019951.1)	-promoter-TSS (NM_019951.1)	-151	NM_019951.1	Sec11a	NM_019951			Sec11a			
SRR21586222_peak_13476c	chr14	8054908	8054908	+	104.802	NA	intron (XR_874211.2, intron 1 of 1)	-intron (NM_001331064.1, intron 8 of 8)	701	XR_874211.2	Gm41094	XR_874211			Gm41094			
SRR21586222_peak_42679	chr8	20550382	20550382	+	104.219	NA	exon (XM_030243911.1, exon 2 of 2)	-exon (XM_030243911.1, exon 2 of 2)	1844	XM_030243911.1	Gm40469	XM_030243911			Gm40469			
SRR21586222_peak_1622	chr1	95452033	95452033	+	103.796	NA	Intergenic	Intergenic	-46538	Gm15427	Gm15427	Gm15427			Gm15427			NA
SRR21586222_peak_32032	chr4	108328277	108328277	+	102.932	NA	exon (NM_027250.4, exon 1 of 3)	-exon (NM_027250.4, exon 1 of 3)	125	NM_027250.4	Coa7	NM_027250			Coa7			
SRR21586222_peak_30920	chr4	33338263	33338263	+	102.365	NA	intron (XM_030253517.1, intron 8 of 12)	-intron (NM_001305273.1, intron 7 of 15)	27952	NM_011884.3	Rngtt	NM_011884			Rngtt			
SRR21586222_peak_41176	chr7	89975782	89975782	+	102.303	NA	intron (NM_021876.3, intron 2 of 11)	-intron (NM_021876.3, intron 2 of 11)	5194	NM_021876.3	Eed	NM_021876			Eed			
SRR21586222_peak_44579	chr8	116674229	116674229	+	102.201	NA	exon (XM_017312996.2, exon 1 of 7)	-exon (XM_017312996.2, exon 1 of 7)	9436	XM_017312996.2	Cdyl2	NM_029441			Cdyl2			
SRR21586222_peak_14909	chr14	75863800	75863800	+	101.877	NA	Intergenic	Intergenic	15877	NR_028481.1	Snora31	NR_028481			Snora31			
SRR21586222_peak_19733	chr17	24169592	24169592	+	101.868	NA	promoter-TSS (NM_001361531.1)	-promoter-TSS (NM_001361531.1)	86	NM_001361531.1	Atp6v0c	NM_001361535			Atp6v0c			
SRR21586222_peak_5542	chr10	120217071	120217071	+	101.849	NA	intron (NM_026617.3, intron 2 of 6)	-intron (NM_026617.3, intron 2 of 6)	-5059	XR_001779655.1	Gm40782	XR_001779655			Gm40782			
SRR21586222_peak_27804	chr2	177074096	177074096	+	101.823	NA	Intergenic	Intergenic	11751	Gm14407	Gm14407	Gm14407			Gm14407			NA
SRR21586222_peak_23080	chr18	85698155	85698155	+	101.417	NA	Intergenic	Intergenic	18913	Gm7612	Gm7612	Gm7612			Gm7612			NA
SRR21586222_peak_16557a	chr15	75085660	75085660	+	101.274	NA	Intergenic	Intergenic	-17782	XR_003951660.1	Gm52219	XR_003951660			Gm52219			
SRR21586222_peak_42683b	chr8	20583641	20583641	+	101.221	NA	TTS (Gm21092)	-TTS (Gm21092)	13672	Gm21112	Gm21112	Gm21112			Gm21112			NA
SRR21586222_peak_41464	chr7	107237116	107237116	+	101.219	NA	Intergenic	Intergenic	27671	NM_029660.2	Rbmxl2	NM_029660			Rbmxl2			
SRR21586222_peak_42826a	chr8	26063965	26063965	+	101.191	NA	intron (XM_006509151.4, intron 13 of 16)	-intron (NM_207659.3, intron 13 of 21)	-18644	NR_110583.1	1700047A11Rik	NR_110583			1700047A11Rik			
SRR21586222_peak_43479	chr8	70042896	70042896	+	101.09	NA	promoter-TSS (NM_001167939.2)	-promoter-TSS (NM_001167939.2)	109	NM_027481.3	Sugp1	NM_001368391			Sugp1			
SRR21586222_peak_13303	chr13	114278888	114278888	+	100.864	NA	Intergenic	Intergenic	69891	XR_873981.3	Gm41072	XR_873981			Gm41072			
SRR21586222_peak_24785	chr2	22587993	22587993	+	100.83	NA	intron (NM_148413.3, intron 30 of 33)	-intron (NM_148413.3, intron 30 of 33)	-33022	XM_011239023.3	Gad2	NM_008078			Gad2			
SRR21586222_peak_32169	chr4	117056804	117056804	+	99.322	NA	intron (XM_006502649.2, intron 5 of 10)	-intron (NM_001111277.2, intron 5 of 11)	29593	Gm22335	Gm22335	Gm22335			Gm22335			NA
SRR21586222_peak_39296b	chr7	3212196	3212196	+	99.3147	NA	Intergenic	Intergenic	-6430	NR_029640.1_2	Mir290a	NR_029640			Mir290a			
SRR21586222_peak_19495c	chr17	13683718	13683718	+	98.8091	NA	Intergenic	Intergenic	8340	XR_003952475.1	Gm24867	XR_003952475			Gm24867			
SRR21586222_peak_33380	chr4	146903480	146903480	+	98.6975	NA	intron (XM_030253976.1, intron 6 of 6)	-intron (XM_030253976.1, intron 6 of 6)	-2248	XR_003955311.1	Gm21411	XR_003955311			Gm21411			
SRR21586222_peak_39248	chr6	148956164	148956164	+	98.6704	NA	Intergenic	Intergenic	-9694	NM_001361398.1	Sinhcaf	XM_006507075			Sinhcaf			
SRR21586222_peak_49062	chrX	170758363	170758363	+	98.6242	NA	Intergenic	Intergenic	85719	NM_001308488.1	Asmt	NM_001308488			Asmt			
SRR21586222_peak_20382	chr17	36231418	36231418	+	98.3258	NA	Intergenic	Intergenic	1937	Gm18604_3	Gm18604	Gm18604			Gm18604			
SRR21586222_peak_4270	chr10	58531207	58531207	+	98.2056	NA	intron (XM_030245353.1, intron 9 of 14)	-intron (NM_001162956.1, intron 10 of 15)	23635	XM_017314140.2	Ccdc138	XM_030245352			Ccdc138			
SRR21586222_peak_19246	chr16	98107652	98107652	+	97.987	NA	Intergenic	Intergenic	-25213	NR_015491.1	A630089N07Rik	NR_015491			A630089N07Rik			
SRR21586222_peak_23646	chr19	23087780	23087780	+	97.9581	NA	Intergenic	Intergenic	-11874	XR_001782634.2	C330002G04Rik	XR_001782632			C330002G04Rik			
SRR21586222_peak_7653	chr11	77680197	77680197	+	97.826	NA	Intergenic	Intergenic	-5567	XM_006534062.4	Nufip2	XM_006534063			Nufip2			
SRR21586222_peak_22221b	chr18	36274836	36274836	+	97.7656	NA	Intergenic	Intergenic	-5724	XM_006525724.4	Pura	NM_008989			Pura			
SRR21586222_peak_46720	chr9	88818786	88818786	+	97.5279	NA	intron (XR_003948374.1, intron 26 of 26)	-intron (NM_001384246.1, intron 26 of 26)	-20378	NM_001177858.1	Trim43c	NM_001177858			Trim43c			
SRR21586222_peak_12494	chr13	66589045	66589045	+	97.5211	NA	promoter-TSS (XR_003950555.1)	-promoter-TSS (XR_003950555.1)	-124	XR_003950555.1	Gm45966	XR_003950556			Gm45966			
SRR21586222_peak_6090b	chr11	11949205	11949205	+	97.5176	NA	intron (XM_011243664.2, intron 5 of 15)	-intron (NM_001177629.1, intron 5 of 15)	18320	XR_381046.3	LOC102631979	XR_381046			LOC102631979			
SRR21586222_peak_20666a	chr17	47571840	47571840	+	97.4119	NA	intron (NM_001081636.1, intron 1 of 6)	-intron (NM_001081635.1, intron 1 of 6)	-21627	NM_007632.2	Ccnd3	NM_007632			Ccnd3			
SRR21586222_peak_37554	chr6	54953612	54953612	+	97.2702	NA	intron (XR_377400.4, intron 1 of 11)	-intron (NM_001171007.1, intron 1 of 11)	18049	NM_001171007.1	Nod1	XM_006505278			Nod1			
SRR21586222_peak_13775b	chr14	21831391	21831391	+	97.2186	NA	promoter-TSS (NM_011695.2)	-promoter-TSS (NM_011695.2)	-170	NM_011695.2	Vdac2	NM_011695			Vdac2			
SRR21586222_peak_27861	chr2	177925806	177925806	+	97.1091	NA	promoter-TSS (NM_183135.1)	-promoter-TSS (NM_183135.1)	-156	NM_183135.1	Zfp972	NM_183135			Zfp972			
SRR21586222_peak_10408d	chr12	80627483	80627483	+	97.105	NA	Intergenic	Intergenic	-4550	XR_003950309.1	Gm23817	XR_003950309			Gm23817			
SRR21586222_peak_1651	chr1	100180238	100180238	+	96.9601	NA	intron (XM_006529594.4, intron 10 of 23)	-intron (NM_172851.3, intron 10 of 23)	72251	XR_878419.2	Gm41923	XR_878420			Gm41923			
SRR21586222_peak_3811	chr10	30737614	30737614	+	96.7165	NA	intron (XM_011243155.3, intron 2 of 14)	-intron (NM_001358841.1, intron 2 of 15)	44763	Gm5171	Gm5171	Gm5171			Gm5171			NA
SRR21586222_peak_44042	chr8	89015748	89015748	+	96.5794	NA	Intergenic	Intergenic	-8987	NR_106190.1	Mir8110	NR_106190			Mir8110			
SRR21586222_peak_14215c	chr14	45445626	45445626	+	96.3832	NA	intron (XR_383393.2, intron 1 of 2)	-intron (XR_383393.2, intron 1 of 2)	1441	XR_383393.2	Gm34250	XR_383393			Gm34250			
SRR21586222_peak_27971a	chr2	181930338	181930338	+	96.0923	NA	Intergenic	Intergenic	15840	XR_867165.1	Gm40034	XR_867165			Gm40034			
SRR21586222_peak_21787	chr18	14103330	14103330	+	95.4939	NA	Intergenic	Intergenic	-128976	NR_045373.1	8430422H06Rik	NR_045373			8430422H06Rik			
SRR21586222_peak_33749	chr4	155670446	155670446	+	95.1539	NA	Intergenic	Intergenic	-1192	NM_001256108.2	Mib2	NM_001369167			Mib2			
SRR21586222_peak_13557a	chr14	12107622	12107622	+	95.0338	NA	intron (XM_006517956.4, intron 6 of 28)	-intron (NM_008981.3, intron 6 of 29)	-82321	NM_001347593.1	Ptprg	NM_008981			Ptprg			
SRR21586222_peak_22020c	chr18	30698153	30698153	+	94.5594	NA	Intergenic	Intergenic	84566	Gm20952	Gm20952	Gm20952			Gm20952			NA
SRR21586222_peak_538	chr1	36986025	36986025	+	94.4606	NA	Intergenic	Intergenic	-19414	n-R5s210	n-R5s210	n-R5s210			n-R5s210			NA
SRR21586222_peak_30364	chr3	149052711	149052711	+	94.4293	NA	Intergenic	Intergenic	23779	XR_003954842.1	Gm25127	XR_003954842			Gm25127			
SRR21586222_peak_37895c	chr6	82688926	82688926	+	93.5491	NA	intron (XR_377779.4, intron 1 of 2)	-intron (XR_377779.4, intron 1 of 2)	9249	XR_377779.4	Gm32425	XR_377779			Gm32425			
SRR21586222_peak_40983d	chr7	80130509	80130509	+	93.4477	NA	Intergenic	Intergenic	-11901	XR_003946485.1	Idh2	XR_003946485			Idh2			
SRR21586222_peak_24740	chr2	20655160	20655160	+	93.2908	NA	intron (XM_006497417.4, intron 1 of 19)	-intron (NM_001081006.1, intron 3 of 21)	-67142	XM_017316833.2	Etl4	XM_006497424			Etl4			
SRR21586222_peak_13686d	chr14	19418793	19418793	+	93.1091	NA	Intergenic	Intergenic	-13701	Gm9637	Gm9637	Gm9637			Gm9637			NA
SRR21586222_peak_8299b	chr11	98058170	98058170	+	93.0834	NA	Intergenic	Intergenic	-4708	NM_146028.4	Stac2	XM_030245869			Stac2			
SRR21586222_peak_17544a	chr16	3350937	3350937	+	93.0009	NA	Intergenic	Intergenic	27022	Vmn1r-ps138	Vmn1r-ps138	Vmn1r-ps138			Vmn1r-ps138			NA
SRR21586222_peak_38440a	chr6	113377724	113377724	+	92.8803	NA	promoter-TSS (NM_001170485.1)	-promoter-TSS (NM_001170485.1)	114	NM_001372392.1	Tada3	NM_001372392			Tada3			
SRR21586222_peak_24429	chr19	61199711	61199711	+	92.7211	NA	Intergenic	Intergenic	-23402	NM_001177513.1	Gm7102	NM_001177513			Gm7102			
SRR21586222_peak_11165	chr13	5697572	5697572	+	92.6164	NA	intron (XR_873111.2, intron 3 of 3)	-intron (XR_001780855.2, intron 3 of 3)	27033	XR_873111.2	Gm35330	XR_873112			Gm35330			
SRR21586222_peak_5795	chr11	3193349	3193349	+	92.5984	NA	intron (XR_872210.3, intron 3 of 31)	-intron (NM_001363222.1, intron 3 of 28)	254	NM_030207.3	Sfi1	XM_030246434			Sfi1			
SRR21586222_peak_24786c	chr2	22589756	22589756	+	92.5693	NA	intron (NM_148413.3, intron 30 of 33)	-intron (NM_148413.3, intron 30 of 33)	-31259	XM_011239023.3	Gad2	NM_008078			Gad2			
SRR21586222_peak_41976a	chr7	127967324	127967324	+	92.3961	NA	promoter-TSS (NM_001347649.1)	-promoter-TSS (NM_001347649.1)	-155	NM_001347649.1	Fus	XM_017322218			Fus			
SRR21586222_peak_33823	chr5	4036919	4036919	+	92.3773	NA	intron (XM_030254032.1, intron 25 of 46)	-intron (NM_194462.2, intron 25 of 47)	40285	XR_868220.2	Gm40260	XR_868220			Gm40260			
SRR21586222_peak_12253	chr13	62121878	62121878	+	92.0759	NA	Intergenic	Intergenic	-3765	Selenok-ps5	Selenok-ps5	Selenok-ps5			Selenok-ps5			NA
SRR21586222_peak_24893	chr2	26611238	26611238	+	92.0515	NA	intron (XR_866059.3, intron 1 of 2)	-intron (XR_866059.3, intron 1 of 2)	6124	XR_866059.3	Gm39772	XR_866059			Gm39772			
SRR21586222_peak_28870	chr3	65974671	65974671	+	92.0208	NA	Intergenic	Intergenic	-5466	Gm35106	Gm35106	Gm35106			Gm35106			NA
SRR21586222_peak_11386	chr13	18486017	18486017	+	91.8514	NA	Intergenic	Intergenic	-103973	NM_175006.2	Pou6f2	NM_175006			Pou6f2			
SRR21586222_peak_7287a	chr11	67017941	67017941	+	91.8481	NA	Intergenic	Intergenic	-7213	NM_177392.3	Tmem220	NM_177392			Tmem220			
SRR21586222_peak_10473	chr12	83632161	83632161	+	91.6906	NA	promoter-TSS (NM_001364416.1)	-promoter-TSS (NM_001364416.1)	-47	XM_030246877.1	Rbm25	XM_030246881			Rbm25			
SRR21586222_peak_33121	chr4	139622950	139622950	+	91.6752	NA	promoter-TSS (NM_175438.4)	-promoter-TSS (NM_175438.4)	56	NM_175438.4	Aldh4a1	XM_006538693			Aldh4a1			
SRR21586222_peak_27423	chr2	165861760	165861760	+	91.617	NA	intron (XM_030250717.1, intron 3 of 24)	-intron (NM_001252584.2, intron 2 of 22)	-3233	XM_006499403.2	Zmynd8	NM_001252587			Zmynd8			
SRR21586222_peak_31669a	chr4	83329787	83329787	+	91.6032	NA	intron (XR_881382.3, intron 2 of 2)	-intron (XR_881382.3, intron 2 of 2)	-5478	XM_006538241.4	Ttc39b	XM_006538239			Ttc39b			
SRR21586222_peak_4856	chr10	80940644	80940644	+	91.6025	NA	Intergenic	Intergenic	10553	NM_008655.1	Gadd45b	NM_008655			Gadd45b			
SRR21586222_peak_13942	chr14	29951156	29951156	+	91.5788	NA	Intergenic	Intergenic	-17224	NM_019979.2	Selenok	NM_019979			Selenok			
SRR21586222_peak_5365b	chr10	110855763	110855763	+	91.4686	NA	intron (NR_045979.1, intron 2 of 2)	-intron (NR_045979.1, intron 2 of 2)	36656	XR_003949125.1	Gm22186	XR_003949125			Gm22186			
SRR21586222_peak_25359	chr2	43366081	43366081	+	91.4364	NA	Intergenic	Intergenic	153335	Gm13464	Gm13464	Gm13464			Gm13464			NA
SRR21586222_peak_45184	chr9	17557788	17557788	+	91.3408	NA	Intergenic	Intergenic	-55049	Gm2594	Gm2594	Gm2594			Gm2594			NA
SRR21586222_peak_27792	chr2	176830887	176830887	+	91.3345	NA	exon (XR_001783637.2, exon 1 of 4)	-exon (XR_001783637.2, exon 1 of 4)	580	XR_003954128.1	Gm14408	XR_001783637			Gm14408			
SRR21586222_peak_17814	chr16	13739251	13739251	+	91.1957	NA	intron (NR_040574.1, intron 2 of 2)	-intron (NR_040574.1, intron 2 of 2)	-8157	XM_017316987.2	Pla2g10	XM_017316987			Pla2g10			
SRR21586222_peak_9244	chr12	6595625	6595625	+	91.0463	NA	Intergenic	Intergenic	-97019	Gm3678	Gm3678	Gm3678			Gm3678			NA
SRR21586222_peak_8713	chr11	107435973	107435973	+	90.9083	NA	TTS (NR_168694.1)	-TTS (NR_168694.1)	7723	NR_168694.1	Gm11714	NR_168694			Gm11714			
SRR21586222_peak_35055a	chr5	86407452	86407452	+	90.8299	NA	Intergenic	Intergenic	-34065	NM_145561.2	Tmprss11d	NM_145561			Tmprss11d			
SRR21586222_peak_15141b	chr14	99325011	99325011	+	90.8196	NA	Intergenic	Intergenic	26320	NM_009769.4	Klf5	NM_009769			Klf5			
SRR21586222_peak_35344b	chr5	104443033	104443033	+	90.5937	NA	Intergenic	Intergenic	6841	NM_001204233.1	Spp1	NM_001204203			Spp1			
SRR21586222_peak_12506	chr13	66698388	66698388	+	90.5079	NA	promoter-TSS (Vmn2r-ps106)	-promoter-TSS (Vmn2r-ps106)	69	Vmn2r-ps106	Vmn2r-ps106	Vmn2r-ps106			Vmn2r-ps106			NA
SRR21586222_peak_39850	chr7	25658896	25658896	+	90.4113	NA	promoter-TSS (NM_007533.5)	-promoter-TSS (NM_007533.5)	-114	XM_006539486.4	Bckdha	XM_030242029			Bckdha			
SRR21586222_peak_46879	chr9	100074527	100074527	+	90.3726	NA	Intergenic	Intergenic	52227	NR_040763.1	4930519F24Rik	NR_040763			4930519F24Rik			
SRR21586222_peak_966	chr1	62767781	62767781	+	90.2287	NA	intron (NM_010939.2, intron 10 of 15)	-intron (NM_001077403.1, intron 10 of 16)	26951	NR_040601.1	4930487H11Rik	NR_040601			4930487H11Rik			
SRR21586222_peak_20861	chr17	56833624	56833624	+	89.8564	NA	Intergenic	Intergenic	-2616	NM_009056.2	Rfx2	NM_027787			Rfx2			
SRR21586222_peak_11549	chr13	23742211	23742211	+	89.7261	NA	Intergenic	Intergenic	3310	NM_175653.2	H3c3	NM_175653			H3c3			
SRR21586222_peak_1759c	chr1	114558320	114558320	+	89.6491	NA	Intergenic	Intergenic	304769	XR_387306.2	Gm33042	XR_387306			Gm33042			
SRR21586222_peak_25436	chr2	52959252	52959252	+	89.6469	NA	intron (XR_003953721.1, intron 1 of 28)	-intron (NM_172409.2, intron 1 of 26)	49553	XR_003953831.1	Gm52511	XR_003953831			Gm52511			
SRR21586222_peak_42655b	chr8	20267641	20267641	+	89.6059	NA	TTS (NR_030708.1)	-TTS (NR_030708.1)	-6442	XR_870186.1	Gm40468	XR_870186			Gm40468			
SRR21586222_peak_27802	chr2	177032476	177032476	+	89.5556	NA	Intergenic	Intergenic	24210	Gm14421	Gm14421	Gm14421			Gm14421			NA
SRR21586222_peak_8038	chr11	88931945	88931945	+	89.4373	NA	intron (NM_029023.3_2, intron 10 of 12)	-intron (NM_029023.3_2, intron 10 of 12)	23497	NM_029023.3_2	Scpep1	NM_029023			Scpep1			
SRR21586222_peak_2782a	chr1	171137787	171137787	+	89.3926	NA	intron (XM_030241961.1, intron 4 of 5)	-intron (NM_025321.3, intron 4 of 5)	-4020	XR_001779535.1	Gm46172	XR_001779535			Gm46172			
SRR21586222_peak_22219	chr18	36255319	36255319	+	89.3636	NA	Intergenic	Intergenic	15158	XR_877311.1	Gm41695	XR_877311			Gm41695			
SRR21586222_peak_27810b	chr2	177173147	177173147	+	89.2919	NA	Intergenic	Intergenic	-4134	XR_003954131.1	Gm14413	XR_003954132			Gm14413			
SRR21586222_peak_40817	chr7	65873834	65873834	+	89.2856	NA	intron (NM_011048.1, intron 1 of 21)	-intron (NM_001291184.1, intron 1 of 20)	11698	NM_011048.1	Pcsk6	NM_001291184			Pcsk6			
SRR21586222_peak_2311	chr1	140429518	140429518	+	89.1486	NA	intron (XR_001784498.1, intron 12 of 29)	-intron (NM_001081027.3, intron 11 of 27)	-1897	XM_017320512.1	Kcnt2	XM_030253999			Kcnt2			
SRR21586222_peak_45602	chr9	38407677	38407677	+	89.002	NA	Intergenic	Intergenic	5966	NM_146869.2	Olfr147	NM_146869			Olfr147			
SRR21586222_peak_7780	chr11	80132199	80132199	+	88.9381	NA	intron (XR_001780002.1, intron 21 of 23)	-intron (NM_001029856.2, intron 20 of 22)	8302	XM_011249205.1	Tefm	XM_011249205			Tefm			
SRR21586222_peak_17487a	chr15	102405566	102405566	+	88.8236	NA	promoter-TSS (NM_013672.2)	-promoter-TSS (NM_013672.2)	-750	NM_013672.2	Sp1	XM_017316523			Sp1			
SRR21586222_peak_41987	chr7	128700049	128700049	+	88.7459	NA	intron (NM_145955.3, intron 14 of 15)	-intron (NM_145955.3, intron 14 of 15)	7351	Gm16044	Gm16044	Gm16044			Gm16044			NA
SRR21586222_peak_47534b	chrUn_JH584304	59899	59899	+	88.6956	NA	promoter-TSS (NR_003518.2)	-promoter-TSS (NR_003518.2)	-210	NR_003518.2	Pisd-ps3	NR_003518			Pisd-ps3			
SRR21586222_peak_40292	chr7	35530738	35530738	+	88.2916	NA	intron (XR_001778000.2, intron 1 of 30)	-intron (NM_001368387.1, intron 1 of 30)	5637	XM_030243000.1	Tdrd12	NM_001368387			Tdrd12			
SRR21586222_peak_12509a	chr13	66711132	66711132	+	88.0453	NA	TTS (XR_873610.2)	-TTS (XR_873610.2)	-3841	XR_003950557.1	Gm52033	XR_003950557			Gm52033			
SRR21586222_peak_45076a	chr9	9269535	9269535	+	88.0385	NA	Intergenic	Intergenic	19088	Gm51662	Gm51662	Gm51662			Gm51662			NA
