PeakID (cmd=annotatePeaks.pl ../chip_output/macs2_output/SRR21586220_summits.bed mm10 -gtf ../chip_output/tmp/mm10.ncbiRefSeq.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SRR21586220_peak_24003	chr2	75869821	75869821	+	89.4185	NA	intron (NM_172666.3, intron 10 of 19)	-intron (NM_172666.3, intron 10 of 19)	-37634	XR_866490.3	Gm34861	XR_866490			Gm34861			
SRR21586220_peak_12617a	chr14	12107646	12107646	+	89.2476	NA	intron (XM_006517956.4, intron 6 of 28)	-intron (NM_008981.3, intron 6 of 29)	-82297	NM_001347593.1	Ptprg	XM_006517956			Ptprg			
SRR21586220_peak_46069	chrY	90783848	90783848	+	88.7071	NA	Intergenic	Intergenic	-1594	NR_137282.1	Erdr1	NR_137282.1_2			Erdr1			
SRR21586220_peak_14882	chr15	39248449	39248449	+	88.6328	NA	intron (NM_001256383.1, intron 1 of 25)	-intron (NM_001256382.1, intron 1 of 26)	-21983	XM_017316382.2	Rims2	XM_017316371			Rims2			
SRR21586220_peak_138	chr1	10038064	10038064	+	88.3883	NA	promoter-TSS (NM_001277101.1)	-promoter-TSS (NM_001277101.1)	-52	XR_001783697.2	Cspp1	XM_006495481			Cspp1			
SRR21586220_peak_5347	chr11	3193290	3193290	+	88.3308	NA	intron (XR_872210.3, intron 3 of 31)	-intron (NM_001363222.1, intron 3 of 28)	313	NM_030207.3	Sfi1	XM_006514902			Sfi1			
SRR21586220_peak_39020b	chr7	107339776	107339776	+	88.0226	NA	Intergenic	Intergenic	-25994	Gm19033	Gm19033	Gm19033			Gm19033			NA
SRR21586220_peak_5390c	chr11	3963844	3963844	+	87.8919	NA	promoter-TSS (NM_022889.3)	-promoter-TSS (NM_022889.3)	-131	NM_022889.3	Pes1	NM_022889			Pes1			
SRR21586220_peak_26352	chr3	22156573	22156573	+	87.6926	NA	intron (XM_030252922.1, intron 2 of 14)	-intron (NM_030732.3, intron 2 of 15)	15648	XM_011249724.3	Tbl1xr1	XM_017319817			Tbl1xr1			
SRR21586220_peak_109c	chr1	8582027	8582027	+	87.6022	NA	intron (XR_001778003.2, intron 13 of 17)	-intron (NM_001290390.1, intron 14 of 20)	97068	XM_017312325.1	Sntg1	NM_001290390			Sntg1			
SRR21586220_peak_34255a	chr5	146832985	146832985	+	87.3658	NA	promoter-TSS (NM_019647.6)	-promoter-TSS (NM_019647.6)	95	NM_019647.6	Rpl21	XM_017320747			Rpl21			
SRR21586220_peak_27422	chr3	95317743	95317743	+	87.3337	NA	intron (XM_030252878.1, intron 1 of 10)	-intron (NM_029789.2, intron 1 of 10)	-1087	NM_001320492.1	Cers2	NM_029789			Cers2			
SRR21586220_peak_31493b	chr4	155670464	155670464	+	87.2205	NA	Intergenic	Intergenic	-1210	NM_145124.3	Mib2	NM_001369164			Mib2			
SRR21586220_peak_36101b	chr6	113377972	113377972	+	87.1148	NA	promoter-TSS (NM_001170485.1)	-promoter-TSS (NM_001170485.1)	-134	NM_001372392.1	Tada3	NM_133932			Tada3			
SRR21586220_peak_4144	chr10	69910711	69910711	+	87.1029	NA	exon (XR_380548.4, exon 1 of 2)	-exon (XR_380548.4, exon 1 of 2)	10818	XR_380548.4	Gm33361	XR_380548			Gm33361			
SRR21586220_peak_75	chr1	7125057	7125057	+	87.0935	NA	intron (XR_373188.3, intron 2 of 6)	-intron (NM_183028.3, intron 2 of 5)	11754	Gm26983	Gm26983	Gm26983			Gm26983			NA
SRR21586220_peak_26399	chr3	27155309	27155309	+	86.7528	NA	intron (NR_040548.1, intron 2 of 2)	-intron (NR_040548.1, intron 2 of 2)	-1056	XM_006535385.4	Ect2	XM_006535386			Ect2			
SRR21586220_peak_20008b	chr18	3847733	3847733	+	86.5406	NA	Intergenic	Intergenic	10852	Rpl7a-ps6	Rpl7a-ps6	Rpl7a-ps6			Rpl7a-ps6			NA
SRR21586220_peak_35337b	chr6	67146902	67146902	+	86.5258	NA	Intergenic	Intergenic	-10899	XR_001785270.1	A430010J10Rik	XR_001785270			A430010J10Rik			
SRR21586220_peak_42247	chr9	11441354	11441354	+	86.4833	NA	Intergenic	Intergenic	-86340	Gm18160	Gm18160	Gm18160			Gm18160			NA
SRR21586220_peak_44415c	chrM	2841	2841	+	85.8895	NA	promoter-TSS (NP_904328.1)	-promoter-TSS (NP_904328.1)	90	NP_904328.1	ND1	NP_904328			ND1			
SRR21586220_peak_26029a	chr2	181930341	181930341	+	85.6396	NA	Intergenic	Intergenic	15843	XR_867165.1	Gm40034	XR_867165			Gm40034			
SRR21586220_peak_41267a	chr8	86888249	86888249	+	85.5074	NA	Intergenic	Intergenic	-2953	XM_006531516.3	N4bp1	XM_006531517			N4bp1			
SRR21586220_peak_31722b	chr5	18565550	18565550	+	85.4568	NA	Intergenic	Intergenic	-70268	NR_166583.1	Gm31752	NR_166583			Gm31752			
SRR21586220_peak_29773c	chr4	106848272	106848272	+	85.3154	NA	Intergenic	Intergenic	-8111	XR_376510.1	Gm31125	XR_376510			Gm31125			
SRR21586220_peak_42600	chr9	31018906	31018906	+	84.9001	NA	Intergenic	Intergenic	-10814	XM_006510215.4	Zbtb44	NM_172765			Zbtb44			
SRR21586220_peak_18480a	chr17	27800077	27800077	+	84.3043	NA	intron (NM_001271511.1_2, intron 1 of 3)	-intron (NM_001033279.3_2, intron 1 of 4)	15678	Rps2-ps9_2	Rps2-ps9	Rps2-ps9_2			Rps2-ps9			
SRR21586220_peak_12400	chr13	119603164	119603164	+	84.1361	NA	intron (NM_001370627.1, intron 2 of 2)	-intron (NM_001039244.4, intron 2 of 2)	-20655	NM_020279.3	Ccl28	XM_011244684			Ccl28			
SRR21586220_peak_5099b	chr10	120171541	120171541	+	84.016	NA	intron (NR_152856.1, intron 5 of 11)	-intron (NM_001359184.1, intron 5 of 11)	2877	XM_006514227.4	Irak3	XM_006514228			Irak3			
SRR21586220_peak_44456a	chrUn_JH584304	59159	59159	+	83.6053	NA	intron (NR_003518.2, intron 1 of 6)	-intron (NR_003518.2, intron 1 of 6)	530	NR_003518.2	Pisd-ps3	NR_003518			Pisd-ps3			
SRR21586220_peak_26079a	chr3	6768257	6768257	+	83.5422	NA	Intergenic	Intergenic	-16185	Olfr289-ps1	Olfr289-ps1	Olfr289-ps1			Olfr289-ps1			NA
SRR21586220_peak_18311a	chr17	24169587	24169587	+	83.4448	NA	promoter-TSS (NM_001361531.1)	-promoter-TSS (NM_001361531.1)	91	NM_001361533.1	Atp6v0c	NM_001361533			Atp6v0c			
SRR21586220_peak_2574a	chr1	171137785	171137785	+	83.2281	NA	intron (XM_030241961.1, intron 4 of 5)	-intron (NM_025321.3, intron 4 of 5)	-4018	XR_001779535.1	Gm46172	XR_001779535			Gm46172			
SRR21586220_peak_15025a	chr15	52013289	52013289	+	83.1534	NA	Intergenic	Intergenic	-19751	XM_006520644.1	Rad21	NM_009009			Rad21			
SRR21586220_peak_7684b	chr11	98058158	98058158	+	82.8919	NA	Intergenic	Intergenic	-4696	NM_146028.4	Stac2	NM_146028			Stac2			
SRR21586220_peak_928	chr1	62767826	62767826	+	82.8356	NA	intron (NM_010939.2, intron 10 of 15)	-intron (NM_001077403.1, intron 10 of 16)	26906	NR_040601.1	4930487H11Rik	NR_040601			4930487H11Rik			
SRR21586220_peak_21384	chr18	85698168	85698168	+	82.8337	NA	Intergenic	Intergenic	18900	Gm7612	Gm7612	Gm7612			Gm7612			NA
SRR21586220_peak_40655	chr8	57733021	57733021	+	82.7301	NA	Intergenic	Intergenic	-66847	NR_165835.1	Gm2921	NR_165835			Gm2921			
SRR21586220_peak_26288d	chr3	19234855	19234855	+	82.6079	NA	intron (XR_389588.4, intron 7 of 11)	-intron (NM_001122759.2, intron 7 of 12)	25386	XM_011249666.2	Pde7a	XM_030252456			Pde7a			
SRR21586220_peak_32965b	chr5	104443012	104443012	+	82.4894	NA	Intergenic	Intergenic	6820	NM_001204233.1	Spp1	NM_001204201			Spp1			
SRR21586220_peak_18963a	chr17	37028845	37028845	+	82.4273	NA	Intergenic	Intergenic	-5447	NM_010814.2_4	Mog	NM_010814.2_2			Mog			
SRR21586220_peak_12397a	chr13	119597869	119597869	+	82.3475	NA	intron (NM_001370627.1, intron 2 of 2)	-intron (NM_001039244.4, intron 2 of 2)	-25950	NM_020279.3	Ccl28	XM_011244684			Ccl28			
SRR21586220_peak_16122	chr15	100270002	100270002	+	82.3275	NA	Intergenic	Intergenic	-10835	NM_183109.3	Tmprss12	XM_030248805			Tmprss12			
SRR21586220_peak_23177b	chr2	29716894	29716894	+	82.0584	NA	intron (XM_030246488.1, intron 10 of 22)	-intron (XM_030246488.1, intron 10 of 22)	34763	NM_001370923.1	Gm13420	NM_001370923			Gm13420			
SRR21586220_peak_3249	chr10	19208404	19208404	+	81.9956	NA	TTS (NR_038021.1)	-TTS (NR_038021.1)	35149	XR_871478.1	Gm40607	XR_871478			Gm40607			
SRR21586220_peak_22672	chr19	61265718	61265718	+	81.3702	NA	Intergenic	Intergenic	-7696	Gm50357	Gm50357	Gm50357			Gm50357			NA
SRR21586220_peak_26348	chr3	22121897	22121897	+	81.3109	NA	intron (XM_030252921.1, intron 2 of 15)	-intron (NM_030732.3, intron 1 of 15)	-18538	XM_017319817.1	Tbl1xr1	XM_017319817			Tbl1xr1			
SRR21586220_peak_42118	chr9	4284105	4284105	+	81.2604	NA	Intergenic	Intergenic	25389	NM_001326359.1	Aasdhppt	NR_136941			Aasdhppt			
SRR21586220_peak_34810	chr6	35236382	35236382	+	80.9233	NA	intron (XR_001785168.2, intron 34 of 43)	-intron (NM_027513.1, intron 34 of 42)	-7220	Gm23435	Gm23435	Gm23435			Gm23435			NA
SRR21586220_peak_22986c	chr2	22589717	22589717	+	80.9164	NA	intron (NM_148413.3, intron 30 of 33)	-intron (NM_148413.3, intron 30 of 33)	-31298	XM_011239023.3	Gad2	XM_011239023			Gad2			
SRR21586220_peak_40797	chr8	69774785	69774785	+	80.864	NA	intron (NM_177899.3, intron 1 of 3)	-intron (NM_177899.3, intron 1 of 3)	126	NM_177899.3	Zfp866	NM_177899			Zfp866			
SRR21586220_peak_7550	chr11	96018077	96018077	+	80.8429	NA	Intergenic	Intergenic	-6455	XM_006532225.4	Gip	XM_006532224			Gip			
SRR21586220_peak_6338	chr11	51688991	51688991	+	80.7659	NA	promoter-TSS (NM_025319.2)	-promoter-TSS (NM_025319.2)	-40	XM_006533918.3	0610009B22Rik	NM_025319			0610009B22Rik			
SRR21586220_peak_36895b	chr7	3348162	3348162	+	80.3221	NA	intron (XM_030243125.1, intron 3 of 4)	-intron (NM_133189.5_2, intron 4 of 5)	14807	XM_030243123.1	Cacng7	NM_133189.5_2			Cacng7			
SRR21586220_peak_38212	chr7	49448823	49448823	+	80.2084	NA	intron (XM_030243110.1, intron 7 of 35)	-intron (NM_001111016.1, intron 7 of 39)	-1799	XM_006541307.4	Nav2	XM_006541300			Nav2			
SRR21586220_peak_45973	chrX	170881136	170881136	+	79.4949	NA	Intergenic	Intergenic	208492	NM_001308488.1	Asmt	NM_001308488			Asmt			
SRR21586220_peak_43045b	chr9	55216283	55216283	+	79.318	NA	intron (XM_006511459.3, intron 3 of 5)	-intron (NM_028049.2, intron 4 of 6)	6784	XM_006511459.3	Fbxo22	XM_006511459			Fbxo22			
SRR21586220_peak_24b	chr1	4802938	4802938	+	79.3007	NA	Intergenic	Intergenic	-4885	NM_008866.3	Lypla1	NM_001355712			Lypla1			
SRR21586220_peak_21850a	chr19	14835812	14835812	+	79.2729	NA	Intergenic	Intergenic	124970	Gm5513	Gm5513	Gm5513			Gm5513			NA
SRR21586220_peak_6050c	chr11	30750650	30750650	+	79.1986	NA	Intergenic	Intergenic	-21125	NM_134013.3	Psme4	XM_017314207			Psme4			
SRR21586220_peak_31138	chr4	147026470	147026470	+	79.1211	NA	intron (NM_001177767.1_2, intron 2 of 4)	-intron (NM_001177767.1_2, intron 2 of 4)	4620	NM_001177767.1_2	Rex2	NM_001177767.1_2			Rex2			
SRR21586220_peak_11631	chr13	66589043	66589043	+	79.1083	NA	promoter-TSS (XR_003950555.1)	-promoter-TSS (XR_003950555.1)	-126	XR_003950556.1	Gm45966	XR_003950555			Gm45966			
SRR21586220_peak_12527	chr14	7851702	7851702	+	78.967	NA	intron (XM_006518050.2, intron 1 of 44)	-intron (NM_001081427.1, intron 1 of 45)	33745	NM_001081427.1	Flnb	XM_006518050			Flnb			
SRR21586220_peak_31974b	chr5	30059563	30059563	+	78.8447	NA	exon (NM_021288.4, exon 7 of 7)	-exon (NM_021288.4, exon 7 of 7)	12139	XR_001784663.1	Tyms	XM_017320801			Tyms			
SRR21586220_peak_18119a	chr17	14961810	14961810	+	78.7587	NA	promoter-TSS (NM_001360983.1)	-promoter-TSS (NM_001360983.1)	-550	NM_001360983.1	Phf10	NM_024250			Phf10			
SRR21586220_peak_29406	chr4	75300806	75300806	+	78.6074	NA	Intergenic	Intergenic	-22514	NM_025849.4	Dmac1	NM_025849			Dmac1			
SRR21586220_peak_8609	chr12	8640934	8640934	+	78.5822	NA	Intergenic	Intergenic	-33158	XM_006515279.3	Pum2	XM_030246996			Pum2			
SRR21586220_peak_29925b	chr4	116221434	116221434	+	78.3099	NA	promoter-TSS (NM_001355584.1)	-promoter-TSS (NM_001355584.1)	18	NM_001355585.1	Pik3r3	NM_001355586			Pik3r3			
SRR21586220_peak_2171	chr1	146323147	146323147	+	78.2931	NA	Intergenic	Intergenic	-9921	XR_878590.1	Gm41965	XR_878591			Gm41965			
SRR21586220_peak_45972	chrX	170758350	170758350	+	78.2134	NA	Intergenic	Intergenic	85706	NM_001308488.1	Asmt	NM_001308488			Asmt			
SRR21586220_peak_6818	chr11	69672487	69672487	+	78.0611	NA	promoter-TSS (NM_001159375.1)	-promoter-TSS (NM_001159375.1)	-64	NM_001159375.1	Eif4a1	NM_144958			Eif4a1			
SRR21586220_peak_44456c	chrUn_JH584304	59925	59925	+	78.0483	NA	promoter-TSS (NR_003518.2)	-promoter-TSS (NR_003518.2)	-236	NR_003518.2	Pisd-ps3	NR_003518			Pisd-ps3			
SRR21586220_peak_329	chr1	22466899	22466899	+	77.8149	NA	intron (NM_183018.4_2, intron 19 of 34)	-intron (NM_001012623.3_2, intron 19 of 33)	339259	NM_183018.4_2	Rims1	NM_053270			Rims1			
SRR21586220_peak_26373	chr3	24079897	24079897	+	77.8125	NA	intron (XM_017319682.1, intron 7 of 11)	-intron (NM_001326288.1, intron 9 of 13)	83210	rna-n-TLcag1	n-TLcag1	rna-n-TLcag1			n-TLcag1			
SRR21586220_peak_45b	chr1	5261557	5261557	+	77.7857	NA	Intergenic	Intergenic	15241	Gm7182	Gm7182	Gm7182			Gm7182			NA
SRR21586220_peak_11667	chr13	67081453	67081453	+	77.7237	NA	promoter-TSS (NM_001012448.2)	-promoter-TSS (NM_001012448.2)	92	NM_001292066.1	Zfp708	NM_001012325			Zfp708			
SRR21586220_peak_18412b	chr17	26549638	26549638	+	77.5433	NA	intron (XR_876697.2, intron 3 of 3)	-intron (XR_001782188.2, intron 3 of 3)	6893	Gm8225	Gm8225	Gm8225			Gm8225			NA
SRR21586220_peak_20439b	chr18	30698132	30698132	+	77.4724	NA	Intergenic	Intergenic	84545	Gm20952	Gm20952	Gm20952			Gm20952			NA
SRR21586220_peak_14541	chr15	16131136	16131136	+	77.428	NA	Intergenic	Intergenic	76817	Gm6479	Gm6479	Gm6479			Gm6479			NA
SRR21586220_peak_33438a	chr5	120612777	120612777	+	77.4274	NA	promoter-TSS (NM_028041.2)	-promoter-TSS (NM_028041.2)	-188	NM_029096.3	Rita1	NM_133908			Rita1			
SRR21586220_peak_26027a	chr2	181917590	181917590	+	77.2753	NA	intron (XR_867165.1, intron 1 of 2)	-intron (XR_867165.1, intron 1 of 2)	3092	XR_867165.1	Gm40034	XR_867165			Gm40034			
SRR21586220_peak_18121	chr17	14978664	14978664	+	77.0983	NA	promoter-TSS (NM_001123370.1)	-promoter-TSS (NM_001123370.1)	148	NM_001123368.1	Gm3417	NM_001123368			Gm3417			
SRR21586220_peak_31182	chr4	147638008	147638008	+	76.7468	NA	intron (NM_145078.2_2, intron 2 of 4)	-intron (NM_145078.2_2, intron 2 of 4)	4500	NM_145078.2_2	Zfp979	XM_017319919			Zfp979			
SRR21586220_peak_22870b	chr2	16811982	16811982	+	76.7144	NA	Intergenic	Intergenic	167867	Gm13326	Gm13326	Gm13326			Gm13326			NA
SRR21586220_peak_1499	chr1	95452028	95452028	+	76.6584	NA	Intergenic	Intergenic	-46543	Gm15427	Gm15427	Gm15427			Gm15427			NA
SRR21586220_peak_19376b	chr17	56833623	56833623	+	76.6227	NA	Intergenic	Intergenic	-2615	NM_027787.1	Rfx2	NM_027787			Rfx2			
SRR21586220_peak_8555c	chr12	4358899	4358899	+	76.6097	NA	intron (XM_030246598.1, intron 2 of 22)	-intron (NM_010881.2, intron 2 of 22)	25593	Gm17914	Gm17914	Gm17914			Gm17914			NA
SRR21586220_peak_34514	chr6	9890050	9890050	+	76.5266	NA	Intergenic	Intergenic	-210321	rna-n-TVcac5	n-TVcac5	rna-n-TVcac5			n-TVcac5			
SRR21586220_peak_22839	chr2	14073959	14073959	+	76.325	NA	promoter-TSS (NM_001356337.1)	-promoter-TSS (NM_001356337.1)	-3	XR_373935.4	Stam	NM_001356337			Stam			
SRR21586220_peak_30001	chr4	117915163	117915163	+	76.2673	NA	promoter-TSS (NM_146152.3)	-promoter-TSS (NM_146152.3)	59	XM_017320147.2	Ipo13	NM_146152			Ipo13			
SRR21586220_peak_1795	chr1	128001244	128001244	+	76.2379	NA	intron (XR_003954872.1, intron 8 of 21)	-intron (NM_001285945.1, intron 8 of 20)	5209	Gm8283	Gm8283	Gm8283			Gm8283			NA
SRR21586220_peak_17819b	chr16	96044402	96044402	+	76.2232	NA	intron (XM_030249344.1, intron 19 of 29)	-intron (NM_001103179.1_2, intron 19 of 40)	9524	XM_006523115.4	Brwd1	XM_006523113			Brwd1			
SRR21586220_peak_11079	chr13	44869703	44869703	+	76.214	NA	intron (XM_006516860.3, intron 2 of 16)	-intron (NM_001205043.1, intron 3 of 17)	28883	XM_006516860.3	Jarid2	NM_021878			Jarid2			
SRR21586220_peak_36508a	chr6	128424826	128424826	+	76.0532	NA	promoter-TSS (NM_133927.1)	-promoter-TSS (NM_133927.1)	84	NM_133927.1	Itfg2	NM_133927			Itfg2			
SRR21586220_peak_14298b	chr14	124802018	124802018	+	75.7803	NA	Intergenic	Intergenic	-124332	XM_017315845.2	Fgf14	XM_011244952			Fgf14			
SRR21586220_peak_28489	chr4	11007910	11007910	+	75.5696	NA	promoter-TSS (NM_175175.4)	-promoter-TSS (NM_175175.4)	-291	NM_175175.4	Plekhf2	NM_175175			Plekhf2			
SRR21586220_peak_1630b	chr1	114558334	114558334	+	75.4708	NA	Intergenic	Intergenic	304755	XR_387306.2	Gm33042	XR_387306			Gm33042			
SRR21586220_peak_27304	chr3	90446580	90446580	+	75.421	NA	Intergenic	Intergenic	-12944	NM_178876.3	Ints3	NM_145540			Ints3			
SRR21586220_peak_36876	chr7	3201543	3201543	+	75.2868	NA	Intergenic	Intergenic	-17083	NR_029640.1_2	Mir290a	NR_029640.1_2			Mir290a			
SRR21586220_peak_31167c	chr4	147417526	147417526	+	75.2345	NA	Intergenic	Intergenic	5804	XR_001784575.1	Gm46898	XR_001784575			Gm46898			
SRR21586220_peak_31084a	chr4	145870026	145870026	+	75.2193	NA	Intergenic	Intergenic	-25295	Gm13246	Gm13246	Gm13246			Gm13246			NA
SRR21586220_peak_7112d	chr11	78247942	78247942	+	75.082	NA	intron (NM_009143.3, intron 1 of 2)	-intron (NM_001359106.1, intron 1 of 3)	1969	XM_030245720.1	Sdf2	NM_009143			Sdf2			
SRR21586220_peak_26110b	chr3	8006731	8006731	+	74.9513	NA	Intergenic	Intergenic	-51844	NR_040587.1	1700010I02Rik	NR_040587			1700010I02Rik			
SRR21586220_peak_21292a	chr18	79980146	79980146	+	74.9049	NA	Intergenic	Intergenic	21155	Gm5823	Gm5823	Gm5823			Gm5823			NA
SRR21586220_peak_38128b	chr7	45577670	45577670	+	74.7836	NA	intron (XR_003946378.1, intron 3 of 10)	-intron (NM_001243052.1, intron 3 of 10)	-2494	NR_038166.1	0610005C13Rik	NR_038166			0610005C13Rik			
SRR21586220_peak_4452	chr10	80766461	80766461	+	74.7539	NA	intron (XR_380380.4, intron 3 of 29)	-intron (NM_199322.2, intron 3 of 27)	11258	NM_199322.2	Dot1l	XM_030244974			Dot1l			
SRR21586220_peak_35558b	chr6	82688900	82688900	+	74.7359	NA	intron (XR_377779.4, intron 1 of 2)	-intron (XR_377779.4, intron 1 of 2)	9223	XR_377779.4	Gm32425	XR_377779			Gm32425			
SRR21586220_peak_5504b	chr11	6389159	6389159	+	74.7169	NA	promoter-TSS (XM_006514748.3)	-promoter-TSS (XM_006514748.3)	53	XM_030246149.1	Zmiz2	XM_030246147			Zmiz2			
SRR21586220_peak_24291	chr2	98662664	98662664	+	74.68	NA	Intergenic	Intergenic	47727	XR_374818.2	Gm33780	XR_374818			Gm33780			
SRR21586220_peak_24737b	chr2	128265701	128265701	+	74.6086	NA	Intergenic	Intergenic	75695	XR_374965.3	Gm14009	XR_374964			Gm14009			
SRR21586220_peak_13815	chr14	75863791	75863791	+	74.5271	NA	Intergenic	Intergenic	15868	NR_028481.1	Snora31	NR_028481			Snora31			
SRR21586220_peak_46068	chrY	90777113	90777113	+	74.2498	NA	Intergenic	Intergenic	-8329	NR_137282.1	Erdr1	NR_137282.1_2			Erdr1			
SRR21586220_peak_10924a	chr13	35852904	35852904	+	74.1901	NA	intron (XR_382045.4, intron 5 of 8)	-intron (NM_001123386.1, intron 2 of 6)	53123	XM_006516631.4	Rpp40	XM_006516631			Rpp40			
SRR21586220_peak_16250b	chr15	103411825	103411825	+	73.951	NA	intron (XR_003951567.1, intron 1 of 3)	-intron (NM_028797.1, intron 6 of 8)	1191	XR_003951565.1	Gm52195	XR_003951565			Gm52195			
SRR21586220_peak_12721e	chr14	19418791	19418791	+	73.7079	NA	Intergenic	Intergenic	-13699	Gm9637	Gm9637	Gm9637			Gm9637			NA
SRR21586220_peak_28839	chr4	40143126	40143126	+	73.6677	NA	promoter-TSS (NM_007386.2)	-promoter-TSS (NM_007386.2)	-139	NM_007386.2	Aco1	NM_007386			Aco1			
SRR21586220_peak_1252	chr1	86064501	86064501	+	73.6266	NA	promoter-TSS (NM_027357.2)	-promoter-TSS (NM_027357.2)	-118	NM_027357.2	Psmd1	NM_027357			Psmd1			
SRR21586220_peak_8592	chr12	6595614	6595614	+	73.5367	NA	Intergenic	Intergenic	-97008	Gm3678	Gm3678	Gm3678			Gm3678			NA
SRR21586220_peak_36832	chr6	148957270	148957270	+	73.3737	NA	Intergenic	Intergenic	-10046	XR_003956579.1	Gm25539	XR_003956579			Gm25539			
SRR21586220_peak_4793	chr10	95220674	95220674	+	73.3336	NA	intron (XM_006513181.4, intron 2 of 2)	-intron (NM_001330138.1, intron 2 of 2)	-74849	NR_131146.1	Gm29684	NR_131146			Gm29684			
SRR21586220_peak_31972b	chr5	29811821	29811821	+	73.2304	NA	Intergenic	Intergenic	-3661	Gm2213	Gm2213	Gm2213			Gm2213			NA
SRR21586220_peak_13192b	chr14	45445590	45445590	+	73.1656	NA	intron (XR_383393.2, intron 1 of 2)	-intron (XR_383393.2, intron 1 of 2)	1477	XR_383393.2	Gm34250	XR_383393			Gm34250			
SRR21586220_peak_31906c	chr5	26751962	26751962	+	73.1479	NA	Intergenic	Intergenic	-65395	NM_010075.2	Dpp6	NM_010075			Dpp6			
SRR21586220_peak_40420	chr8	36539485	36539485	+	73.1345	NA	Intergenic	Intergenic	32622	XM_017312853.1	Trmt9b	NM_176952			Trmt9b			
SRR21586220_peak_11419	chr13	62121909	62121909	+	73.1169	NA	Intergenic	Intergenic	-3734	Selenok-ps5	Selenok-ps5	Selenok-ps5			Selenok-ps5			NA
SRR21586220_peak_11641	chr13	66698381	66698381	+	72.9923	NA	promoter-TSS (Vmn2r-ps106)	-promoter-TSS (Vmn2r-ps106)	76	Vmn2r-ps106	Vmn2r-ps106	Vmn2r-ps106			Vmn2r-ps106			NA
SRR21586220_peak_24555b	chr2	119464101	119464101	+	72.9841	NA	intron (XM_030252004.1, intron 1 of 34)	-intron (NM_026574.4, intron 1 of 35)	13586	NM_026574.4	Ino80	XM_030252004			Ino80			
SRR21586220_peak_11553	chr13	65620424	65620424	+	72.8966	NA	Intergenic	Intergenic	-19344	XR_001780986.1	Gm19448	XR_001780987			Gm19448			
SRR21586220_peak_4944b	chr10	110855977	110855977	+	72.8725	NA	intron (NR_045979.1, intron 2 of 2)	-intron (NR_045979.1, intron 2 of 2)	36442	XR_003949125.1	Gm22186	XR_003949125			Gm22186			
SRR21586220_peak_32345	chr5	60882992	60882992	+	72.7299	NA	Intergenic	Intergenic	-60521	Gm8182	Gm8182	Gm8182			Gm8182			NA
SRR21586220_peak_9500a	chr12	73085955	73085955	+	72.5854	NA	Intergenic	Intergenic	-26230	XM_011244008.3	Mnat1	NM_008612			Mnat1			
SRR21586220_peak_29	chr1	4855633	4855633	+	72.5816	NA	Intergenic	Intergenic	-2061	NM_001159750.1	Tcea1	NM_001159750			Tcea1			
SRR21586220_peak_24642b	chr2	121895520	121895520	+	72.2944	NA	intron (NM_001205371.1, intron 1 of 9)	-intron (NM_001205369.1, intron 1 of 9)	27815	NM_001205371.1	Golm2	NM_001205370			Golm2			
SRR21586220_peak_31071	chr4	145675767	145675767	+	72.2349	NA	intron (NM_001103158.2, intron 2 of 4)	-intron (NM_001103158.2, intron 2 of 4)	5070	NM_001103158.2	Zfp980	NM_001103158			Zfp980			
SRR21586220_peak_2066	chr1	136690275	136690275	+	72.0004	NA	intron (NR_045325.1, intron 2 of 2)	-intron (NR_045324.1, intron 2 of 2)	-5936	NR_037986.1	Platr22	NR_037986			Platr22			
SRR21586220_peak_5960	chr11	26167543	26167543	+	71.9715	NA	intron (NR_027973.1, intron 1 of 5)	-intron (NR_027973.1, intron 1 of 5)	-34697	NR_105791.1	Mir6372	NR_105791			Mir6372			
SRR21586220_peak_12795c	chr14	21088977	21088977	+	71.8634	NA	intron (XM_030247611.1, intron 1 of 7)	-intron (NM_001243041.1, intron 1 of 10)	12825	NM_001243041.1	Adk	XM_006518441			Adk			
SRR21586220_peak_29739	chr4	105214677	105214677	+	71.8025	NA	intron (NM_080555.2, intron 4 of 5)	-intron (NM_080555.2, intron 4 of 5)	57330	NM_080555.2	Plpp3	NM_080555			Plpp3			
SRR21586220_peak_40117a	chr8	20394683	20394683	+	71.7281	NA	intron (NR_028428.1, intron 5 of 5)	-intron (NR_028428.1, intron 5 of 5)	13656	Gm7807	Gm7807	Gm7807			Gm7807			NA
SRR21586220_peak_44418d	chrM	14415	14415	+	71.7032	NA	promoter-TSS (NP_904339.1)	-promoter-TSS (NP_904339.1)	270	NP_904340.1	CYTB	NP_904340			CYTB			
